# Solar Spectrum (Visible)
# source: Kurucz Solar Atlas (approximation)
# description: Visible solar spectrum with Fraunhofer absorption lines
# object: Sun
# spectral_type: G2V
# temperature: 5778 K
# features: Fraunhofer lines (Ca, H, Na, Fe, O)
#
Wavelength(nm),Flux(normalized)
663.51,8.439875e-01
663.64,8.438063e-01
663.76,8.436252e-01
663.88,8.434440e-01
664.01,8.432628e-01
664.13,8.430816e-01
664.25,8.429003e-01
664.38,8.427190e-01
664.50,8.425377e-01
664.62,8.423563e-01
664.75,8.421750e-01
664.87,8.419936e-01
664.99,8.418121e-01
665.12,8.416307e-01
665.24,8.414492e-01
665.37,8.412676e-01
665.49,8.410861e-01
665.61,8.409045e-01
665.74,8.407229e-01
665.86,8.405413e-01
665.98,8.403596e-01
666.11,8.401779e-01
666.23,8.399962e-01
666.35,8.398145e-01
666.48,8.396327e-01
666.60,8.394509e-01
666.72,8.392691e-01
666.85,8.390872e-01
666.97,8.389054e-01
667.09,8.387234e-01
667.22,8.385415e-01
667.34,8.383596e-01
667.46,8.381776e-01
667.59,8.379956e-01
667.71,8.378135e-01
667.83,8.376315e-01
667.96,8.374494e-01
668.08,8.372673e-01
668.20,8.370851e-01
668.33,8.369029e-01
668.45,8.367208e-01
668.57,8.365385e-01
668.70,8.363563e-01
668.82,8.361740e-01
668.94,8.359917e-01
669.07,8.358094e-01
669.19,8.356271e-01
669.31,8.354447e-01
669.44,8.352623e-01
669.56,8.350799e-01
669.68,8.348974e-01
669.81,8.347150e-01
669.93,8.345325e-01
670.05,8.343500e-01
670.18,8.341674e-01
670.30,8.339848e-01
670.42,8.338023e-01
670.55,8.336196e-01
670.67,8.334370e-01
670.79,8.332543e-01
670.92,8.330717e-01
671.04,8.328889e-01
671.16,8.327062e-01
671.29,8.325235e-01
671.41,8.323407e-01
671.53,8.321579e-01
671.66,8.319750e-01
671.78,8.317922e-01
671.90,8.316093e-01
672.03,8.314264e-01
672.15,8.312435e-01
672.27,8.310606e-01
672.40,8.308776e-01
672.52,8.306946e-01
672.64,8.305116e-01
672.77,8.303286e-01
672.89,8.301455e-01
673.01,8.299624e-01
673.14,8.297794e-01
673.26,8.295962e-01
673.38,8.294131e-01
673.51,8.292299e-01
673.63,8.290467e-01
673.75,8.288635e-01
673.88,8.286803e-01
674.00,8.284971e-01
674.12,8.283138e-01
674.25,8.281305e-01
674.37,8.279472e-01
674.49,8.277639e-01
674.62,8.275805e-01
674.74,8.273971e-01
674.86,8.272137e-01
674.99,8.270303e-01
675.11,8.268469e-01
675.24,8.266634e-01
675.36,8.264799e-01
675.48,8.262964e-01
675.61,8.261129e-01
675.73,8.259294e-01
675.85,8.257458e-01
675.98,8.255623e-01
676.10,8.253787e-01
676.22,8.251950e-01
676.35,8.250114e-01
676.47,8.248277e-01
676.59,8.246441e-01
676.72,8.244604e-01
676.84,8.242767e-01
676.96,8.240929e-01
677.09,8.239092e-01
677.21,8.237254e-01
677.33,8.235416e-01
677.46,8.233578e-01
677.58,8.231740e-01
677.70,8.229901e-01
677.83,8.228063e-01
677.95,8.226224e-01
678.07,8.224385e-01
678.20,8.222545e-01
678.32,8.220706e-01
678.44,8.218866e-01
678.57,8.217027e-01
678.69,8.215187e-01
678.81,8.213347e-01
678.94,8.211506e-01
679.06,8.209666e-01
679.18,8.207825e-01
679.31,8.205984e-01
679.43,8.204143e-01
679.55,8.202302e-01
679.68,8.200461e-01
679.80,8.198620e-01
679.92,8.196778e-01
680.05,8.194936e-01
680.17,8.193094e-01
680.29,8.191252e-01
680.42,8.189409e-01
680.54,8.187567e-01
680.66,8.185724e-01
680.79,8.183881e-01
680.91,8.182038e-01
681.03,8.180195e-01
681.16,8.178352e-01
681.28,8.176508e-01
681.40,8.174665e-01
681.53,8.172821e-01
681.65,8.170977e-01
681.77,8.169133e-01
681.90,8.167289e-01
682.02,8.165444e-01
682.14,8.163600e-01
682.27,8.161755e-01
682.39,8.159910e-01
682.51,8.158065e-01
682.64,8.156220e-01
682.76,8.154374e-01
682.88,8.152529e-01
683.01,8.150683e-01
683.13,8.148837e-01
683.25,8.146991e-01
683.38,8.145145e-01
683.50,8.143299e-01
683.62,8.141453e-01
683.75,8.139606e-01
683.87,8.137760e-01
683.99,8.135913e-01
684.12,8.134066e-01
684.24,8.132219e-01
684.36,8.130371e-01
684.49,8.128524e-01
684.61,8.126677e-01
684.73,8.124829e-01
684.86,8.122981e-01
684.98,8.121133e-01
685.11,8.119285e-01
685.23,8.117437e-01
685.35,8.115589e-01
685.48,8.113740e-01
685.60,8.111892e-01
685.72,8.110043e-01
685.85,8.108194e-01
685.97,8.106345e-01
686.09,8.104496e-01
686.22,8.102647e-01
686.34,8.100797e-01
686.46,8.097688e-01
686.59,7.937806e-01
686.71,7.135708e-01
686.83,7.818083e-01
686.96,8.087786e-01
687.08,8.089696e-01
687.20,8.087849e-01
687.33,8.085998e-01
687.45,8.084148e-01
687.57,8.082297e-01
687.70,8.080447e-01
687.82,8.078596e-01
687.94,8.076745e-01
688.07,8.074894e-01
688.19,8.073043e-01
688.31,8.071192e-01
688.44,8.069340e-01
688.56,8.067489e-01
688.68,8.065637e-01
688.81,8.063785e-01
688.93,8.061934e-01
689.05,8.060082e-01
689.18,8.058230e-01
689.30,8.056378e-01
689.42,8.054525e-01
689.55,8.052673e-01
689.67,8.050821e-01
689.79,8.048968e-01
689.92,8.047115e-01
690.04,8.045263e-01
690.16,8.043410e-01
690.29,8.041557e-01
690.41,8.039704e-01
690.53,8.037851e-01
690.66,8.035997e-01
690.78,8.034144e-01
690.90,8.032291e-01
691.03,8.030437e-01
691.15,8.028583e-01
691.27,8.026730e-01
691.40,8.024876e-01
691.52,8.023022e-01
691.64,8.021168e-01
691.77,8.019314e-01
691.89,8.017460e-01
692.01,8.015605e-01
692.14,8.013751e-01
692.26,8.011897e-01
692.38,8.010042e-01
692.51,8.008187e-01
692.63,8.006333e-01
692.75,8.004478e-01
692.88,8.002623e-01
693.00,8.000768e-01
693.12,7.998913e-01
693.25,7.997058e-01
693.37,7.995203e-01
693.49,7.993347e-01
693.62,7.991492e-01
693.74,7.989637e-01
693.86,7.987781e-01
693.99,7.985926e-01
694.11,7.984070e-01
694.23,7.982214e-01
694.36,7.980358e-01
694.48,7.978502e-01
694.60,7.976647e-01
694.73,7.974790e-01
694.85,7.972934e-01
694.97,7.971078e-01
695.10,7.969222e-01
695.22,7.967366e-01
695.35,7.965509e-01
695.47,7.963653e-01
695.59,7.961796e-01
695.72,7.959940e-01
695.84,7.958083e-01
695.96,7.956226e-01
696.09,7.954370e-01
696.21,7.952513e-01
696.33,7.950656e-01
696.46,7.948799e-01
696.58,7.946942e-01
696.70,7.945085e-01
696.83,7.943228e-01
696.95,7.941370e-01
697.07,7.939513e-01
697.20,7.937656e-01
697.32,7.935798e-01
697.44,7.933941e-01
697.57,7.932083e-01
697.69,7.930226e-01
697.81,7.928368e-01
697.94,7.926511e-01
698.06,7.924653e-01
698.18,7.922795e-01
698.31,7.920937e-01
698.43,7.919079e-01
698.55,7.917222e-01
698.68,7.915364e-01
698.80,7.913506e-01
698.92,7.911648e-01
699.05,7.909789e-01
699.17,7.907931e-01
699.29,7.906073e-01
699.42,7.904215e-01
699.54,7.902357e-01
699.66,7.900498e-01
699.79,7.898640e-01
699.91,7.896781e-01
700.03,7.894923e-01
700.16,7.893065e-01
700.28,7.891206e-01
700.40,7.889347e-01
700.53,7.887489e-01
700.65,7.885630e-01
700.77,7.883772e-01
700.90,7.881913e-01
701.02,7.880054e-01
701.14,7.878195e-01
701.27,7.876337e-01
701.39,7.874478e-01
701.51,7.872619e-01
701.64,7.870760e-01
701.76,7.868901e-01
701.88,7.867042e-01
702.01,7.865183e-01
702.13,7.863324e-01
702.25,7.861465e-01
702.38,7.859606e-01
702.50,7.857747e-01
702.62,7.855888e-01
702.75,7.854028e-01
702.87,7.852169e-01
702.99,7.850310e-01
703.12,7.848451e-01
703.24,7.846592e-01
703.36,7.844732e-01
703.49,7.842873e-01
703.61,7.841014e-01
703.73,7.839154e-01
703.86,7.837295e-01
703.98,7.835436e-01
704.10,7.833576e-01
704.23,7.831717e-01
704.35,7.829857e-01
704.47,7.827998e-01
704.60,7.826139e-01
704.72,7.824279e-01
704.84,7.822420e-01
704.97,7.820560e-01
705.09,7.818701e-01
705.22,7.816841e-01
705.34,7.814982e-01
705.46,7.813122e-01
705.59,7.811262e-01
705.71,7.809403e-01
705.83,7.807543e-01
705.96,7.805684e-01
706.08,7.803824e-01
706.20,7.801965e-01
706.33,7.800105e-01
706.45,7.798245e-01
706.57,7.796386e-01
706.70,7.794526e-01
706.82,7.792667e-01
706.94,7.790807e-01
707.07,7.788947e-01
707.19,7.787088e-01
707.31,7.785228e-01
707.44,7.783369e-01
707.56,7.781509e-01
707.68,7.779649e-01
707.81,7.777790e-01
707.93,7.775930e-01
708.05,7.774071e-01
708.18,7.772211e-01
708.30,7.770351e-01
708.42,7.768492e-01
708.55,7.766632e-01
708.67,7.764773e-01
708.79,7.762913e-01
708.92,7.761054e-01
709.04,7.759194e-01
709.16,7.757335e-01
709.29,7.755475e-01
709.41,7.753616e-01
709.53,7.751756e-01
709.66,7.749897e-01
709.78,7.748037e-01
709.90,7.746178e-01
710.03,7.744318e-01
710.15,7.742459e-01
710.27,7.740599e-01
710.40,7.738740e-01
710.52,7.736881e-01
710.64,7.735021e-01
710.77,7.733162e-01
710.89,7.731303e-01
711.01,7.729443e-01
711.14,7.727584e-01
711.26,7.725725e-01
711.38,7.723866e-01
711.51,7.722006e-01
711.63,7.720147e-01
711.75,7.718288e-01
711.88,7.716429e-01
712.00,7.714570e-01
712.12,7.712711e-01
712.25,7.710851e-01
712.37,7.708992e-01
712.49,7.707133e-01
712.62,7.705274e-01
712.74,7.703415e-01
712.86,7.701557e-01
712.99,7.699698e-01
713.11,7.697839e-01
713.23,7.695980e-01
713.36,7.694121e-01
713.48,7.692262e-01
713.60,7.690404e-01
713.73,7.688545e-01
713.85,7.686686e-01
713.97,7.684828e-01
714.10,7.682969e-01
714.22,7.681110e-01
714.34,7.679252e-01
714.47,7.677393e-01
714.59,7.675535e-01
714.71,7.673676e-01
714.84,7.671818e-01
714.96,7.669960e-01
715.09,7.668101e-01
715.21,7.666243e-01
715.33,7.664385e-01
715.46,7.662527e-01
715.58,7.660669e-01
715.70,7.658811e-01
715.83,7.656952e-01
715.95,7.655094e-01
716.07,7.653237e-01
716.20,7.651379e-01
716.32,7.649521e-01
716.44,7.647663e-01
716.57,7.645805e-01
716.69,7.643947e-01
716.81,7.642090e-01
716.94,7.640232e-01
717.06,7.638375e-01
717.18,7.636517e-01
717.31,7.634660e-01
717.43,7.632802e-01
717.55,7.630945e-01
717.68,7.629087e-01
717.80,7.627230e-01
717.92,7.625373e-01
718.05,7.623516e-01
718.17,7.621609e-01
718.29,7.596923e-01
718.42,7.111279e-01
718.54,7.081631e-01
718.66,7.587377e-01
718.79,7.612310e-01
718.91,7.610517e-01
719.03,7.608660e-01
719.16,7.606804e-01
719.28,7.604947e-01
719.40,7.603091e-01
719.53,7.601234e-01
719.65,7.599378e-01
719.77,7.597522e-01
719.90,7.595665e-01
720.02,7.593809e-01
720.14,7.591953e-01
720.27,7.590097e-01
720.39,7.588241e-01
720.51,7.586385e-01
720.64,7.584529e-01
720.76,7.582673e-01
720.88,7.580817e-01
721.01,7.578962e-01
721.13,7.577106e-01
721.25,7.575251e-01
721.38,7.573395e-01
721.50,7.571540e-01
721.62,7.569684e-01
721.75,7.567829e-01
721.87,7.565974e-01
721.99,7.564119e-01
722.12,7.562264e-01
722.24,7.560409e-01
722.36,7.558554e-01
722.49,7.556699e-01
722.61,7.554844e-01
722.73,7.552990e-01
722.86,7.551135e-01
722.98,7.549281e-01
723.10,7.547426e-01
723.23,7.545572e-01
723.35,7.543718e-01
723.47,7.541863e-01
723.60,7.540009e-01
723.72,7.538155e-01
723.84,7.536301e-01
723.97,7.534447e-01
724.09,7.532594e-01
724.21,7.530740e-01
724.34,7.528886e-01
724.46,7.527033e-01
724.58,7.525179e-01
724.71,7.523326e-01
724.83,7.521473e-01
724.95,7.519620e-01
725.08,7.517766e-01
725.20,7.515913e-01
725.33,7.514060e-01
725.45,7.512208e-01
725.57,7.510355e-01
725.70,7.508502e-01
725.82,7.506650e-01
725.94,7.504797e-01
726.07,7.502945e-01
726.19,7.501092e-01
726.31,7.499240e-01
726.44,7.497388e-01
726.56,7.495536e-01
726.68,7.493684e-01
726.81,7.491832e-01
726.93,7.489981e-01
727.05,7.488129e-01
727.18,7.486277e-01
727.30,7.484426e-01
727.42,7.482575e-01
727.55,7.480723e-01
727.67,7.478872e-01
727.79,7.477021e-01
727.92,7.475170e-01
728.04,7.473319e-01
728.16,7.471469e-01
728.29,7.469618e-01
728.41,7.467767e-01
728.53,7.465917e-01
728.66,7.464067e-01
728.78,7.462216e-01
728.90,7.460366e-01
729.03,7.458516e-01
729.15,7.456666e-01
729.27,7.454816e-01
729.40,7.452967e-01
729.52,7.451117e-01
729.64,7.449267e-01
729.77,7.447418e-01
729.89,7.445569e-01
730.01,7.443720e-01
730.14,7.441870e-01
730.26,7.440021e-01
730.38,7.438173e-01
730.51,7.436324e-01
730.63,7.434475e-01
730.75,7.432627e-01
730.88,7.430778e-01
731.00,7.428930e-01
731.12,7.427082e-01
731.25,7.425234e-01
731.37,7.423386e-01
731.49,7.421538e-01
731.62,7.419690e-01
731.74,7.417842e-01
731.86,7.415995e-01
731.99,7.414148e-01
732.11,7.412300e-01
732.23,7.410453e-01
732.36,7.408606e-01
732.48,7.406759e-01
732.60,7.404912e-01
732.73,7.403066e-01
732.85,7.401219e-01
732.97,7.399373e-01
733.10,7.397526e-01
733.22,7.395680e-01
733.34,7.393834e-01
733.47,7.391988e-01
733.59,7.390142e-01
733.71,7.388296e-01
733.84,7.386451e-01
733.96,7.384605e-01
734.08,7.382760e-01
734.21,7.380915e-01
734.33,7.379070e-01
734.45,7.377225e-01
734.58,7.375380e-01
734.70,7.373535e-01
734.82,7.371691e-01
734.95,7.369846e-01
735.07,7.368002e-01
735.20,7.366158e-01
735.32,7.364314e-01
735.44,7.362470e-01
735.57,7.360626e-01
735.69,7.358782e-01
735.81,7.356939e-01
735.94,7.355095e-01
736.06,7.353252e-01
736.18,7.351409e-01
736.31,7.349566e-01
736.43,7.347723e-01
736.55,7.345880e-01
736.68,7.344037e-01
736.80,7.342195e-01
736.92,7.340353e-01
737.05,7.338510e-01
737.17,7.336668e-01
737.29,7.334826e-01
737.42,7.332985e-01
737.54,7.331143e-01
737.66,7.329301e-01
737.79,7.327460e-01
737.91,7.325619e-01
738.03,7.323778e-01
738.16,7.321937e-01
738.28,7.320096e-01
738.40,7.318255e-01
738.53,7.316415e-01
738.65,7.314574e-01
738.77,7.312734e-01
738.90,7.310894e-01
739.02,7.309054e-01
739.14,7.307214e-01
739.27,7.305375e-01
739.39,7.303535e-01
739.51,7.301696e-01
739.64,7.299856e-01
739.76,7.298017e-01
739.88,7.296178e-01
740.01,7.294340e-01
740.13,7.292501e-01
740.25,7.290662e-01
740.38,7.288824e-01
740.50,7.286986e-01
740.62,7.285148e-01
740.75,7.283310e-01
740.87,7.281472e-01
740.99,7.279635e-01
741.12,7.277797e-01
741.24,7.275960e-01
741.36,7.274123e-01
741.49,7.272286e-01
741.61,7.270449e-01
741.73,7.268612e-01
741.86,7.266776e-01
741.98,7.264939e-01
742.10,7.263103e-01
742.23,7.261267e-01
742.35,7.259431e-01
742.47,7.257595e-01
742.60,7.255760e-01
742.72,7.253924e-01
742.84,7.252089e-01
742.97,7.250254e-01
743.09,7.248419e-01
743.21,7.246584e-01
743.34,7.244749e-01
743.46,7.242915e-01
743.58,7.241081e-01
743.71,7.239246e-01
743.83,7.237412e-01
743.95,7.235579e-01
744.08,7.233745e-01
744.20,7.231911e-01
744.32,7.230078e-01
744.45,7.228245e-01
744.57,7.226412e-01
744.69,7.224579e-01
744.82,7.222746e-01
744.94,7.220914e-01
745.07,7.219081e-01
745.19,7.217249e-01
745.31,7.215417e-01
745.44,7.213585e-01
745.56,7.211753e-01
745.68,7.209922e-01
745.81,7.208091e-01
745.93,7.206259e-01
746.05,7.204428e-01
746.18,7.202597e-01
746.30,7.200767e-01
746.42,7.198936e-01
746.55,7.197106e-01
746.67,7.195276e-01
746.79,7.193446e-01
746.92,7.191616e-01
747.04,7.189786e-01
747.16,7.187957e-01
747.29,7.186127e-01
747.41,7.184298e-01
747.53,7.182469e-01
747.66,7.180641e-01
747.78,7.178812e-01
747.90,7.176983e-01
748.03,7.175155e-01
748.15,7.173327e-01
748.27,7.171499e-01
748.40,7.169671e-01
748.52,7.167844e-01
748.64,7.166017e-01
748.77,7.164189e-01
748.89,7.162362e-01
749.01,7.160535e-01
749.14,7.158709e-01
749.26,7.156882e-01
749.38,7.155056e-01
749.51,7.153230e-01
749.63,7.151404e-01
749.75,7.149578e-01
749.88,7.147753e-01
750.00,7.145927e-01
